,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat,OFI
7827,1053429,1113567786,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:12,15,2024-08-14 17:15:13.377,4300.0,7457,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:13.298000,,2147483647,3259767,False,nan,0.14285714285714285
7828,1053862,1113568279,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:17,70,2024-08-14 17:15:17.827,4300.0,7457,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:17.744000,,2147483647,3259767,True,bid,0.12087912087912088
7829,1053892,1113568313,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:17,70,2024-08-14 17:15:18.322,4300.0,7387,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:18.244000,,2147483647,3259767,False,nan,0.12087912087912088
7830,1053940,1113568364,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:17,70,2024-08-14 17:15:18.823,4300.0,7387,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:18.744000,,2147483647,3259837,False,nan,0.12087912087912088
7831,1054422,1113568907,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:25,3,2024-08-14 17:15:25.418,4300.0,7387,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:25.339000,,2147483647,3259837,True,offer,0.12087912087912088
7832,1054473,1113568968,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:25,3,2024-08-14 17:15:26.082,4300.0,7387,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:26.001000,,2147483647,3259837,False,nan,0.12087912087912088
7833,1054495,1113568996,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:25,3,2024-08-14 17:15:26.588,4300.0,7387,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:26.501000,,2147483647,3259840,False,nan,0.12087912087912088
7834,1054537,1113569043,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:26,9,2024-08-14 17:15:27.083,4300.0,7387,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:27.001000,,2147483647,3259840,True,bid,0.12087912087912088
7835,1054589,1113569109,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:26,9,2024-08-14 17:15:27.580,4300.0,7378,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:27.501000,,2147483647,3259840,False,nan,0.12087912087912088
7836,1054617,1113569147,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:26,9,2024-08-14 17:15:28.082,4300.0,7378,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:28.001000,,2147483647,3259849,False,nan,0.12087912087912088
7837,1054810,1113569363,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:26,9,2024-08-14 17:15:30.474,4300.0,7378,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:30.394000,,2147483647,3259849,False,nan,0.12087912087912088
7838,1055042,1113569621,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:32,855,2024-08-14 17:15:32.713,4300.0,7378,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:32.635000,,2147483647,3259849,True,bid,0.10869565217391304
7839,1055110,1113569703,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:32,622,2024-08-14 17:15:33.213,4300.0,7378,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:33.135000,,2147483647,3259849,False,nan,0.10869565217391304
7840,1055154,1113569755,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:32,622,2024-08-14 17:15:33.713,4300.0,5878,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:33.635000,,2147483647,3261349,False,nan,0.10869565217391304
7841,1055634,1113570296,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:32,622,2024-08-14 17:15:40.172,4300.0,5878,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:40.076000,,2147483647,3261349,False,nan,0.10869565217391304
7842,1055947,1113570652,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:44,10,2024-08-14 17:15:45.058,4300.0,5878,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:44.980000,,2147483647,3261349,True,bid,0.08695652173913043
7843,1055989,1113570697,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:44,10,2024-08-14 17:15:45.729,4300.0,5868,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:45.647000,,2147483647,3261349,False,nan,0.08695652173913043
7844,1056020,1113570733,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:44,10,2024-08-14 17:15:46.225,4300.0,5868,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:46.147000,,2147483647,3261359,False,nan,0.08695652173913043
7845,1056189,1113570922,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:48,21,2024-08-14 17:15:48.298,4300.0,5868,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:48.217000,,2147483647,3261359,True,offer,0.08695652173913043
7846,1056260,1113571002,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:48,21,2024-08-14 17:15:48.955,4300.0,5868,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10059,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:48.875000,,2147483647,3261359,False,nan,0.08695652173913043
7847,1056305,1113571054,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:48,21,2024-08-14 17:15:49.454,4300.0,5868,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10059,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:49.376000,,2147483647,3261380,False,nan,0.08695652173913043
7848,1056741,1113571568,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:56,24,2024-08-14 17:15:56.362,4300.0,5868,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10059,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:56.284000,,2147483647,3261380,True,bid,0.06521739130434782
7849,1056781,1113571617,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:56,24,2024-08-14 17:15:57.025,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10059,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:56.944000,,2147483647,3261380,False,nan,0.06521739130434782
7850,1056814,1113571654,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:56,24,2024-08-14 17:15:57.523,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10059,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:57.444000,,2147483647,3261404,False,nan,0.06521739130434782
7851,1056914,1113571769,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:58,28,2024-08-14 17:15:58.905,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10059,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:58.823000,,2147483647,3261404,True,offer,0.07526881720430108
7852,1056947,1113571804,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:58,28,2024-08-14 17:15:59.569,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10031,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:59.491000,,2147483647,3261404,False,nan,0.07526881720430108
7853,1056983,1113571841,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:15:58,28,2024-08-14 17:16:00.069,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10031,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:15:59.991000,,2147483647,3261432,False,nan,0.07526881720430108
7854,1057077,1113571944,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:01,1,2024-08-14 17:16:01.298,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10031,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:01.220000,,2147483647,3261432,True,offer,0.0851063829787234
7855,1057117,1113571989,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:01,1,2024-08-14 17:16:01.963,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:01.884000,,2147483647,3261432,False,nan,0.0851063829787234
7856,1057145,1113572021,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:01,1,2024-08-14 17:16:02.463,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:02.384000,,2147483647,3261433,False,nan,0.0851063829787234
7857,1057662,1113572642,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:08,23,2024-08-14 17:16:09.027,4300.0,5844,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:08.945000,,2147483647,3261433,True,bid,0.0851063829787234
7858,1057704,1113572691,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:08,23,2024-08-14 17:16:09.765,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:09.687000,,2147483647,3261433,False,nan,0.0851063829787234
7859,1057750,1113572743,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:08,23,2024-08-14 17:16:10.265,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,10030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:10.187000,,2147483647,3261456,False,nan,0.0851063829787234
7860,1057858,1113572867,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:08,23,2024-08-14 17:16:11.767,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:11.685000,,2147483647,3261456,False,nan,0.0851063829787234
7861,1058121,1113573162,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:15,3,2024-08-14 17:16:15.184,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110030,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:15.106000,,2147483647,3261456,True,offer,0.09473684210526316
7862,1058162,1113573211,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:15,3,2024-08-14 17:16:15.849,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110027,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:15.771000,,2147483647,3261456,False,nan,0.09473684210526316
7863,1058204,1113573258,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:15,3,2024-08-14 17:16:16.350,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110027,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:16.272000,,2147483647,3261459,False,nan,0.09473684210526316
7864,1058329,1113573402,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:17,11,2024-08-14 17:16:17.942,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110027,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:17.864000,,2147483647,3261459,True,offer,0.10416666666666667
7865,1058401,1113573484,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:17,11,2024-08-14 17:16:18.609,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110016,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:18.531000,,2147483647,3261459,False,nan,0.10416666666666667
7866,1058446,1113573536,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:17,11,2024-08-14 17:16:19.109,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,110016,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:19.031000,,2147483647,3261470,False,nan,0.10416666666666667
7867,1058487,1113573580,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:17,11,2024-08-14 17:16:19.609,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,110016,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:19.531000,,2147483647,3261470,False,nan,0.10416666666666667
7868,1058551,1113573655,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:20,93,2024-08-14 17:16:20.682,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,110016,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:20.603000,,2147483647,3261470,True,offer,0.125
7869,1058578,1113573684,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:21,1598,2024-08-14 17:16:21.226,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,110016,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:21.148000,,2147483647,3261563,True,offer,0.13402061855670103
7870,1058653,1113573768,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:21,1598,2024-08-14 17:16:21.732,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,500,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:21.648000,,2147483647,3263161,False,nan,0.13402061855670103
7871,1058894,1113574037,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:21,1598,2024-08-14 17:16:23.438,4300.0,5821,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:23.359000,,2147483647,3263161,False,nan,0.13402061855670103
7872,1058995,1113574153,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:21,1598,2024-08-14 17:16:24.700,4300.0,4321,4295.0,12500,4290.0,16748,4285.0,1500,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:24.621000,,2147483647,3263161,False,nan,0.13402061855670103
7873,1059574,1113574836,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:21,1598,2024-08-14 17:16:31.380,4300.0,4321,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:31.301000,,2147483647,3263161,False,nan,0.13402061855670103
7874,1059635,1113574903,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:31,71,2024-08-14 17:16:31.886,4300.0,4321,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:31.801000,,2147483647,3263161,True,bid,0.13402061855670103
7875,1059667,1113574944,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:31,71,2024-08-14 17:16:32.379,4300.0,4250,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:32.301000,,2147483647,3263232,False,nan,0.13402061855670103
7876,1059732,1113575016,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:33,228,2024-08-14 17:16:33.237,4300.0,4250,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:33.159000,,2147483647,3263232,True,bid,0.1134020618556701
7877,1059838,1113575128,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:33,228,2024-08-14 17:16:33.906,4300.0,4022,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:33.659000,,2147483647,3263232,False,nan,0.1134020618556701
7878,1059880,1113575172,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:33,228,2024-08-14 17:16:34.238,4300.0,4022,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:34.159000,,2147483647,3263460,False,nan,0.1134020618556701
7879,1060441,1113575848,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:39,2,2024-08-14 17:16:40.001,4300.0,4022,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:39.913000,,2147483647,3263460,True,bid,0.1134020618556701
7880,1060490,1113575914,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:39,2,2024-08-14 17:16:40.655,4300.0,4020,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:40.577000,,2147483647,3263460,False,nan,0.1134020618556701
7881,1060529,1113575956,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:39,2,2024-08-14 17:16:41.155,4300.0,4020,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:41.077000,,2147483647,3263462,False,nan,0.1134020618556701
7882,1061050,1113576600,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:46,500,2024-08-14 17:16:46.247,4300.0,4020,4295.0,12500,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:46.168000,,2147483647,3263462,True,bid,0.08333333333333333
7883,1061097,1113576659,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:46,500,2024-08-14 17:16:46.915,4300.0,3520,4295.0,10000,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:46.835000,,2147483647,3263462,False,nan,0.08333333333333333
7884,1061124,1113576705,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:46,500,2024-08-14 17:16:47.414,4300.0,3520,4295.0,10000,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:47.335000,,2147483647,3263962,False,nan,0.08333333333333333
7885,1061294,1113576920,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:49,2775,2024-08-14 17:16:49.968,4300.0,3520,4295.0,10000,4290.0,16748,4285.0,1520,4280.0,289,4305.0,108325,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:49.889000,,2147483647,3263962,True,offer,0.09278350515463918
7886,1061332,1113576959,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:49,2775,2024-08-14 17:16:50.634,4300.0,3520,4295.0,10000,4290.0,16748,4285.0,1520,4280.0,289,4305.0,105550,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:50.556000,,2147483647,3263962,False,nan,0.09278350515463918
7887,1061363,1113576993,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:49,2775,2024-08-14 17:16:51.134,4300.0,3520,4295.0,10000,4290.0,16748,4285.0,1520,4280.0,289,4305.0,105550,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:51.056000,,2147483647,3266737,False,nan,0.09278350515463918
7888,1061458,1113577104,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:49,2775,2024-08-14 17:16:51.840,4300.0,3520,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105550,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:51.758000,,2147483647,3266737,False,nan,0.09278350515463918
7889,1061642,1113577317,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:53,6,2024-08-14 17:16:53.978,4300.0,3520,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105550,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:53.900000,,2147483647,3266737,True,offer,0.09278350515463918
7890,1061725,1113577417,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:53,6,2024-08-14 17:16:54.648,4300.0,3520,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:54.566000,,2147483647,3266737,False,nan,0.09278350515463918
7891,1061780,1113577483,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:16:53,6,2024-08-14 17:16:55.145,4300.0,3520,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:55.067000,,2147483647,3266743,False,nan,0.09278350515463918
7892,1061844,1113577557,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:55,100,2024-08-14 17:16:55.645,4300.0,3520,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:55.566000,,2147483647,3266743,True,bid,0.07216494845360824
7893,1061909,1113577630,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:55,100,2024-08-14 17:16:56.562,4300.0,3420,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:56.480000,,2147483647,3266743,False,nan,0.07216494845360824
7894,1062009,1113577740,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:55,100,2024-08-14 17:16:57.065,4300.0,3420,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,23602,4325.0,201,2024-08-14 17:16:56.980000,,2147483647,3266843,False,nan,0.07216494845360824
7895,1062085,1113577820,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:55,100,2024-08-14 17:16:57.572,4300.0,3420,4295.0,10000,4290.0,18248,4285.0,1520,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,24602,4325.0,201,2024-08-14 17:16:57.480000,,2147483647,3266843,False,nan,0.07216494845360824
7896,1062151,1113577896,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:16:55,100,2024-08-14 17:16:58.182,4300.0,4920,4295.0,10000,4290.0,18248,4285.0,20,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,24602,4325.0,201,2024-08-14 17:16:58.100000,,2147483647,3266843,False,nan,0.07216494845360824
7897,1062402,1113578190,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:17:01,350,2024-08-14 17:17:01.922,4300.0,4920,4295.0,10000,4290.0,18248,4285.0,20,4280.0,289,4305.0,105544,4310.0,115647,4315.0,6505,4320.0,24602,4325.0,201,2024-08-14 17:17:01.820000,,2147483647,3266843,True,offer,0.08163265306122448
7898,1062474,1113578270,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:17:01,350,2024-08-14 17:17:02.565,4300.0,4920,4295.0,10000,4290.0,18248,4285.0,20,4280.0,289,4305.0,105194,4310.0,115647,4315.0,6505,4320.0,24602,4325.0,201,2024-08-14 17:17:02.487000,,2147483647,3266843,False,nan,0.08163265306122448
7899,1062533,1113578335,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:17:01,350,2024-08-14 17:17:03.067,4300.0,4920,4295.0,10000,4290.0,18248,4285.0,20,4280.0,289,4305.0,105194,4310.0,115647,4315.0,6505,4320.0,24602,4325.0,201,2024-08-14 17:17:02.987000,,2147483647,3267193,False,nan,0.08163265306122448
