,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat,OFI
7752,1043443,1113556135,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:12:54,300,2024-08-14 17:13:02.393,4300.0,10023,4295.0,15000,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2947,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:02.290000,,2147483647,3242905,False,nan,0.21428571428571427
7753,1043562,1113556270,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:03,80,2024-08-14 17:13:03.316,4300.0,10023,4295.0,15000,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2947,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:03.226000,,2147483647,3242905,True,offer,0.21428571428571427
7754,1043639,1113556363,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:03,80,2024-08-14 17:13:04.008,4300.0,10023,4295.0,15000,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:03.894000,,2147483647,3242905,False,nan,0.21428571428571427
7755,1043699,1113556431,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:03,80,2024-08-14 17:13:04.472,4300.0,10023,4295.0,15000,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:04.394000,,2147483647,3242985,False,nan,0.21428571428571427
7756,1043898,1113556654,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:06,30,2024-08-14 17:13:06.901,4300.0,10023,4295.0,15000,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:06.822000,,2147483647,3242985,True,bid,0.2
7757,1043943,1113556706,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:06,30,2024-08-14 17:13:07.402,4300.0,9993,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:07.322000,,2147483647,3242985,False,nan,0.2
7758,1043976,1113556740,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:06,30,2024-08-14 17:13:07.901,4300.0,9993,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,101,2024-08-14 17:13:07.822000,,2147483647,3243015,False,nan,0.2
7759,1044255,1113557079,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:06,30,2024-08-14 17:13:12.075,4300.0,9993,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:11.992000,,2147483647,3243015,False,nan,0.2
7760,1044291,1113557124,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:12,360,2024-08-14 17:13:12.572,4300.0,9993,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:12.493000,,2147483647,3243015,True,bid,0.21428571428571427
7761,1044329,1113557167,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:12,360,2024-08-14 17:13:13.168,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:13.090000,,2147483647,3243015,False,nan,0.21428571428571427
7762,1044351,1113557195,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:12,360,2024-08-14 17:13:13.668,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:13.590000,,2147483647,3243375,False,nan,0.21428571428571427
7763,1045294,1113558313,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:28,3,2024-08-14 17:13:28.435,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2867,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:28.356000,,2147483647,3243375,True,offer,0.20481927710843373
7764,1045329,1113558349,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:28,3,2024-08-14 17:13:29.101,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2864,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:29.022000,,2147483647,3243375,False,nan,0.20481927710843373
7765,1045355,1113558381,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:28,3,2024-08-14 17:13:29.600,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2864,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:29.522000,,2147483647,3243378,False,nan,0.20481927710843373
7766,1045569,1113558635,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:32,70,2024-08-14 17:13:32.993,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2864,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:32.914000,,2147483647,3243378,True,offer,0.21428571428571427
7767,1045636,1113558706,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:32,70,2024-08-14 17:13:33.658,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2794,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:33.579000,,2147483647,3243378,False,nan,0.21428571428571427
7768,1045680,1113558755,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:32,70,2024-08-14 17:13:34.157,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2794,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:34.079000,,2147483647,3243448,False,nan,0.21428571428571427
7769,1046123,1113559282,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:42,1,2024-08-14 17:13:42.326,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2794,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:42.247000,,2147483647,3243448,True,offer,0.20481927710843373
7770,1046179,1113559342,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:42,1,2024-08-14 17:13:42.996,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:42.914000,,2147483647,3243448,False,nan,0.20481927710843373
7771,1046209,1113559376,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:42,1,2024-08-14 17:13:43.492,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:43.414000,,2147483647,3243449,False,nan,0.20481927710843373
7772,1046403,1113559594,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:46,1,2024-08-14 17:13:46.518,4300.0,9633,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:46.440000,,2147483647,3243449,True,bid,0.19047619047619047
7773,1046436,1113559630,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:46,1,2024-08-14 17:13:47.116,4300.0,9632,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:47.038000,,2147483647,3243449,False,nan,0.19047619047619047
7774,1046461,1113559657,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:46,1,2024-08-14 17:13:47.616,4300.0,9632,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:47.538000,,2147483647,3243450,False,nan,0.19047619047619047
7775,1046495,1113559694,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:47,1,2024-08-14 17:13:48.162,4300.0,9632,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:48.039000,,2147483647,3243450,True,bid,0.17647058823529413
7776,1046534,1113559740,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:47,1,2024-08-14 17:13:48.617,4300.0,10022,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:48.538000,,2147483647,3248060,False,nan,0.17647058823529413
7777,1046683,1113559912,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:50,22,2024-08-14 17:13:50.827,4300.0,10022,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2793,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:50.749000,,2147483647,3248060,True,offer,0.18604651162790697
7778,1046717,1113559957,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:50,22,2024-08-14 17:13:51.497,4300.0,10022,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:51.418000,,2147483647,3248060,False,nan,0.18604651162790697
7779,1046757,1113560005,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:50,22,2024-08-14 17:13:51.997,4300.0,10022,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:51.919000,,2147483647,3248082,False,nan,0.18604651162790697
7780,1046816,1113560075,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:52,200,2024-08-14 17:13:52.740,4300.0,10022,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:52.659000,,2147483647,3248082,True,bid,0.18604651162790697
7781,1046858,1113560127,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:52,200,2024-08-14 17:13:53.404,4300.0,9822,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:53.326000,,2147483647,3248082,False,nan,0.18604651162790697
7782,1046904,1113560178,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:52,200,2024-08-14 17:13:53.905,4300.0,9822,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:53.826000,,2147483647,3248282,False,nan,0.18604651162790697
7783,1047135,1113560445,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:57,2900,2024-08-14 17:13:57.827,4300.0,9822,4295.0,17500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:57.749000,,2147483647,3248282,True,bid,0.1724137931034483
7784,1047181,1113560501,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:57,2900,2024-08-14 17:13:58.496,4300.0,6922,4295.0,12500,4290.0,21748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:58.418000,,2147483647,3248282,False,nan,0.1724137931034483
7785,1047209,1113560537,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:57,2900,2024-08-14 17:13:58.996,4300.0,6922,4295.0,12500,4290.0,21748,4285.0,76467,4280.0,289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:58.918000,,2147483647,3251182,False,nan,0.1724137931034483
7786,1047249,1113560588,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:13:57,2900,2024-08-14 17:13:59.496,4300.0,6922,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:59.417000,,2147483647,3251182,False,nan,0.1724137931034483
7787,1047284,1113560626,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:59,79,2024-08-14 17:13:59.996,4300.0,6922,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2771,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:13:59.918000,,2147483647,3251182,True,offer,0.18181818181818182
7788,1047306,1113560652,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:13:59,79,2024-08-14 17:14:00.503,4300.0,6922,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2692,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:00.418000,,2147483647,3251261,False,nan,0.18181818181818182
7789,1048327,1113561823,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:07,500,2024-08-14 17:14:08.322,4300.0,6922,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2692,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:08.178000,,2147483647,3251261,True,bid,0.1590909090909091
7790,1048377,1113561882,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:07,500,2024-08-14 17:14:08.756,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2692,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:08.678000,,2147483647,3251261,False,nan,0.1590909090909091
7791,1048398,1113561914,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:07,500,2024-08-14 17:14:09.256,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2692,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:09.178000,,2147483647,3251761,False,nan,0.1590909090909091
7792,1048594,1113562144,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:11,11,2024-08-14 17:14:11.953,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2692,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:11.863000,,2147483647,3251761,True,offer,0.16853932584269662
7793,1048661,1113562221,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:11,1,2024-08-14 17:14:12.442,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2692,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:12.364000,,2147483647,3251772,False,nan,0.16853932584269662
7794,1048717,1113562281,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:11,1,2024-08-14 17:14:12.942,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2680,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:12.864000,,2147483647,3251773,False,nan,0.16853932584269662
7795,1048960,1113562558,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:16,1,2024-08-14 17:14:16.260,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,5289,4305.0,2680,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:16.182000,,2147483647,3251773,True,offer,0.17777777777777778
7796,1049004,1113562610,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:16,1,2024-08-14 17:14:16.935,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2679,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:16.847000,,2147483647,3251773,False,nan,0.17777777777777778
7797,1049032,1113562643,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:16,1,2024-08-14 17:14:17.426,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2679,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:17.346000,,2147483647,3251774,False,nan,0.17777777777777778
7798,1049411,1113563105,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:22,200,2024-08-14 17:14:22.578,4300.0,6422,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2679,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:22.500000,,2147483647,3251774,True,bid,0.16483516483516483
7799,1049455,1113563160,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:22,200,2024-08-14 17:14:23.077,4300.0,6222,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2679,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:22.999000,,2147483647,3251774,False,nan,0.16483516483516483
7800,1049471,1113563180,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:22,200,2024-08-14 17:14:23.578,4300.0,6222,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2679,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:23.500000,,2147483647,3251974,False,nan,0.16483516483516483
7801,1049588,1113563312,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:25,1,2024-08-14 17:14:25.407,4300.0,6222,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2679,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:25.328000,,2147483647,3251974,True,offer,0.18681318681318682
7802,1049631,1113563359,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:25,1,2024-08-14 17:14:26.078,4300.0,6222,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:25.999000,,2147483647,3251974,False,nan,0.18681318681318682
7803,1049661,1113563392,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:25,1,2024-08-14 17:14:26.579,4300.0,6222,4295.0,12500,4290.0,16748,4285.0,81467,4280.0,289,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:26.499000,,2147483647,3251975,False,nan,0.18681318681318682
7804,1049838,1113563601,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:25,1,2024-08-14 17:14:29.010,4300.0,6222,4295.0,12500,4290.0,21748,4285.0,76467,4280.0,289,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:28.923000,,2147483647,3251975,False,nan,0.18681318681318682
7805,1050402,1113564305,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:36,250,2024-08-14 17:14:36.310,4300.0,6222,4295.0,12500,4290.0,21748,4285.0,76467,4280.0,289,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:36.200000,,2147483647,3251975,True,bid,0.18681318681318682
7806,1050450,1113564376,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:36,250,2024-08-14 17:14:36.913,4300.0,5972,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:36.835000,,2147483647,3251975,False,nan,0.18681318681318682
7807,1050480,1113564409,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:36,250,2024-08-14 17:14:37.413,4300.0,5972,4295.0,12500,4290.0,16748,4285.0,76467,4280.0,289,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:37.335000,,2147483647,3252225,False,nan,0.18681318681318682
7808,1050595,1113564543,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:36,250,2024-08-14 17:14:39.221,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2678,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:39.141000,,2147483647,3252225,False,nan,0.18681318681318682
7809,1050767,1113564748,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:14:36,250,2024-08-14 17:14:42.368,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2683,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:42.290000,,2147483647,3252225,False,nan,0.18681318681318682
7810,1051203,1113565234,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:47,27,2024-08-14 17:14:47.711,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2683,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:47.631000,,2147483647,3252225,True,offer,0.18681318681318682
7811,1051248,1113565288,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:47,27,2024-08-14 17:14:48.378,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2656,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:48.298000,,2147483647,3252225,False,nan,0.18681318681318682
7812,1051290,1113565336,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:47,27,2024-08-14 17:14:48.881,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2656,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:48.799000,,2147483647,3252252,False,nan,0.18681318681318682
7813,1051577,1113565663,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:47,27,2024-08-14 17:14:52.443,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2661,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:52.364000,,2147483647,3252252,False,nan,0.18681318681318682
7814,1051636,1113565737,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:53,2634,2024-08-14 17:14:53.206,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2661,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:53.128000,,2147483647,3252252,True,offer,0.19101123595505617
7815,1051699,1113565817,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:53,1300,2024-08-14 17:14:53.706,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,2661,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:53.628000,,2147483647,3254913,False,nan,0.19101123595505617
7816,1051748,1113565873,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:53,1300,2024-08-14 17:14:54.206,4305.0,3539,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,4330.0,6321,2024-08-14 17:14:54.128000,,2147483647,3256213,False,nan,0.19101123595505617
7817,1051797,1113565932,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:54,3000,2024-08-14 17:14:54.756,4305.0,3539,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,4330.0,6321,2024-08-14 17:14:54.679000,,2147483647,3256213,True,bid,0.17777777777777778
7818,1051854,1113565995,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:54,3000,2024-08-14 17:14:55.258,4305.0,539,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,522,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,4330.0,6321,2024-08-14 17:14:55.179000,,2147483647,3256213,False,nan,0.17777777777777778
7819,1051897,1113566043,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:54,3000,2024-08-14 17:14:55.758,4305.0,539,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,522,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,4330.0,6321,2024-08-14 17:14:55.679000,,2147483647,3259213,False,nan,0.17777777777777778
7820,1051948,1113566097,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:56,39,2024-08-14 17:14:56.257,4305.0,539,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,4330.0,6321,2024-08-14 17:14:56.179000,,2147483647,3259713,True,bid,0.16483516483516483
7821,1051995,1113566148,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:56,39,2024-08-14 17:14:56.830,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,28,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:56.749000,,2147483647,3259713,False,nan,0.16483516483516483
7822,1052034,1113566193,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:56,39,2024-08-14 17:14:57.330,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,28,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:14:57.250000,,2147483647,3259752,False,nan,0.16483516483516483
7823,1052677,1113566932,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:56,39,2024-08-14 17:15:02.905,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10028,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:02.817000,,2147483647,3259752,False,nan,0.16483516483516483
7824,1053080,1113567386,MERV - XMEV - GGAL - 24hs,4305.0,2024-08-14 17:14:56,39,2024-08-14 17:15:07.575,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:07.496000,,2147483647,3259752,False,nan,0.16483516483516483
7825,1053349,1113567694,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:12,15,2024-08-14 17:15:12.206,4300.0,7472,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:12.128000,,2147483647,3259752,True,bid,0.14285714285714285
7826,1053395,1113567748,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 17:15:12,15,2024-08-14 17:15:12.877,4300.0,7457,4295.0,12500,4290.0,16748,4280.0,289,4275.0,733,4305.0,10033,4310.0,115647,4315.0,6501,4320.0,23602,4325.0,201,2024-08-14 17:15:12.799000,,2147483647,3259752,False,nan,0.14285714285714285
